 02/28/19 POWER TECHNOLOGIES    100.0 0    0                                100.0
BUS DATA FOLLOWS                    179 ITEMS
  26 MOENKOP3      2  1  0 1.0946 -10.85     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   25
  27 MOENKOP4      2  1  0 1.0747 -45.65     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   26
  28 FOURCOR1      1  1  0 1.0861  -4.72     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   27
  29 FOURCOR2      1  1  0 1.0903 -25.72     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   28
  30 CANAD G1      1  1  2 1.0000  38.94   100.00     0.00  4450.00 1177.58   20.00 1.0000 4000.00-4000.00  0.0000  0.0000   30   29
  31 CANADA        1  1  0 1.0337  35.14  4400.00  1000.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   30
  32 CANALB        1  1  0 1.0773  63.54     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   31
  33 CA230TO       1  1  0 0.9777  68.13     0.00     0.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   32
  34 CA230         1  1  0 1.0011  77.19  3600.00   700.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   33
  35 CMAIN GM      1  1  2 1.0200  82.11   100.00     0.00  4480.00 1154.03   20.00 1.0200 5320.00-3500.00  0.0000  0.0000   35   34
  36 BRIDGER2      1  1  2 1.0090   1.76   100.00     0.00  1640.00  324.69   22.00 1.0090  600.00 -525.00  0.0000  0.0000   36   35
  37 ADELANTO      2  1  0 1.0621 -44.47 -1862.00   971.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  9.1200    0   36
  38 ADELAN&1      2  1  0 1.0829 -48.62     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   37
  39 CASTAIC       2  1  0 1.0334 -49.72     0.00     0.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   38
  40 CASTAI4G      2  1  2 1.0200 -48.41   100.00     0.00   200.00  -58.35   18.00 1.0200  268.00 -134.00  0.0000  0.0000   40   39
  41 GLENDAL       2  1  0 1.0265 -53.28   135.00    27.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   40
  42 HAYNES        2  1  0 1.0346 -53.00     0.00     0.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   41
  43 HAYNES3G      2  1  2 1.0000 -49.70   100.00     0.00   325.00   59.01   18.00 1.0000  300.00 -220.00  0.0000  0.0000   43   42
  44 INTERMT       1  1  0 1.0513  -6.67  2053.00   907.10     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  4.3000    0   43
  45 INTERM1G      1  1  2 1.0500  -2.02   100.00     0.00  1780.00  559.30   26.00 1.0500  850.00 -440.00  0.0000  0.0000   45   44
  46 OLIVE         2  1  0 1.0367 -50.05   -72.80   -17.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   45
  47 OWENS G       2  1  2 1.0200 -49.69   100.00     0.00   110.00   29.18   11.50 1.0200  100.00 -100.00  0.0000  0.0000   47   46
  48 RINALDI       2  1  0 1.0361 -50.26   121.00    25.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   47
  49 RINALDI       2  1  0 1.0740 -47.85     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -0.8000    0   48
  50 RIVER         2  1  0 1.0277 -54.18   320.00    65.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   49
  51 STA B         2  1  0 1.0405 -54.19   237.20   -63.20     0.00    0.00  138.00 0.0000    0.00    0.00  0.0000  0.0000    0   50
  52 STA B1        2  1  0 1.0449 -53.00     0.00     0.00     0.00    0.00  287.00 0.0000    0.00    0.00  0.0000  0.0000    0   51
  53 STA B2        2  1  0 1.0449 -53.00     0.00     0.00     0.00    0.00  287.00 0.0000    0.00    0.00  0.0000  0.0000    0   52
  54 STA BLD       2  1  0 1.0334 -54.42   138.00    28.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   53
  55 STA E         2  1  0 1.0278 -52.43   807.80   132.10     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   54
  56 STA E         2  1  0 1.0468 -50.02     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   55
  57 STA F         2  1  0 1.0295 -54.21   117.00    24.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   56
  58 STA G         2  1  0 1.0274 -53.53   121.00    25.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   57
  59 STA J         2  1  0 1.0331 -51.33   887.70    -6.20     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   58
  60 SYLMARLA      2  1  0 1.0403 -49.59 -2771.00  1654.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000 21.4600    0   59
  61 SYLMAR S      2  1  0 1.0234 -50.71   401.00    80.60     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   60
  62 VALLEY        2  1  0 1.0316 -51.43   205.20    17.60     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0   61
  63 VICTORVL      2  1  0 1.0716 -46.87  -129.00    32.20     0.00    0.00  287.00 0.0000    0.00    0.00  0.0000  0.0000    0   62
  64 VICTORVL      2  1  0 1.0604 -44.79     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   63
  65 MONTA G1      1  1  2 1.0000  76.79   100.00     0.00  2910.00 1189.98   20.00 1.0000 1500.00-1000.00  0.0000  0.0000   65   64
  66 MONTANA       1  1  0 1.0341  68.29  1700.00   300.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   65
  67 BIG EDDY      1  1  0 1.0421 -17.86   160.00    31.25     0.00    0.00  115.00 0.0000    0.00    0.00  0.0000  0.0000    0   66
  68 BIG EDDY      1  1  0 1.0403 -15.37   -67.50   160.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  5.7685    0   67
  69 BIG EDDY      1  1  0 1.0619 -14.04   -44.20    22.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   68
  70 DALLES21      1  1  2 1.0550  -8.59   100.00     0.00  1301.00  666.18   13.80 1.0550  692.00 -711.00  0.0000  0.0000   70   69
  71 CELILO        1  1  0 1.0351 -15.90  3137.00  1681.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  7.9200    0   70
  72 CELILOCA      1  1  0 1.0625 -14.16     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  4.6200    0   71
  73 COLSTRP       1  1  0 0.9478   6.67 -1525.00   -50.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   72
  74 COULEE        1  1  0 0.9734  12.43     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   73
  75 GARRISON      1  1  0 0.9144  -7.38  2584.00   394.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   74
  76 JOHN DAY      1  1  0 1.0533 -11.73  3200.00  1100.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 10.1935    0   75
  77 JOHN DAY      1  1  3 1.0000   0.00   100.00     0.00  5291.95 1664.88   13.80 1.0000    0.00    0.00  0.0000  0.0000   77   76
  78 HANFORD       1  1  0 0.9547  12.49  3500.00   500.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   77
  79 NORTH G3      1  1  2 1.0000  41.10   100.00     0.00  9950.00 3478.67   20.00 1.0000 5780.00-2000.00  0.0000  0.0000   79   78
  80 NORTH         1  1  0 1.0107  26.00  5000.00   400.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 12.0000    0   79
  81 BURNS         1  1  0 1.0357 -20.87     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -2.2000    0   80
  82 GRIZZLY       1  1  0 1.0470 -18.24   -66.60   -97.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -6.7400    0   81
  83 MALIN         1  1  0 1.0408 -24.85  -339.00  -119.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -1.1000    0   82
  84 MIDPOINT      1  1  0 1.0565  -5.99     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -2.2000    0   83
  85 MIDPOINT      1  1  0 0.9967  -2.28   610.00  -414.00     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000 -8.7000    0   84
  86 SUMMER L      1  1  0 1.0413 -19.45     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   85
  87 GRIZZLY1      1  1  0 1.0501 -19.97     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   86
  88 GRIZZLY2      1  1  0 1.0473 -17.04     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   87
  89 MALIN1        1  1  0 1.0314 -15.11     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   88
  90 MALIN2        1  1  0 1.0450 -21.11     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   89
  91 GRIZZLY3      1  1  0 1.0646 -23.18     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   90
  92 GRIZZLY4      1  1  0 1.0488 -18.34     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   91
  93 GRIZZLY5      1  1  0 1.0540 -23.89     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   92
  94 GRIZZLY6      1  1  0 1.0514 -19.03     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   93
  95 GRIZZLY7      1  1  0 1.0643 -23.45     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   94
  96 GRIZZLY8      1  1  0 1.0485 -18.34     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   95
  97 GRIZZLY9      1  1  0 1.0534 -24.20     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   96
  98 GRIZZLYA      1  1  0 1.0508 -19.07     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   97
  99 BURNS1        1  1  0 0.9805   7.46     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0   98
 100 CORTINA       3  1  0 1.1187 -36.98   -43.30    20.00     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000  0.0000    0   99
 101 COTWDPGE      3  1  0 1.1219 -32.37   210.40   -77.00     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000  0.0000    0  100
 102 DIABLO        2  1  0 1.0540 -48.74    50.00    25.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  101
 103 DIABLO1       2  1  2 0.9800 -44.94   100.00     0.00   765.00 -215.61   25.00 0.9800  330.00 -310.00  0.0000  0.0000  103  102
 104 GATES         2  1  0 1.0482 -50.24   305.00    -7.60     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -0.9100    0  103
 105 GLENN         3  1  0 1.1275 -36.17    27.50    -0.10     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000  0.0000    0  104
 106 LOGAN CR      3  1  0 1.1272 -36.57     8.01     0.00     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000  0.0000    0  105
 107 LOSBANOS      2  1  0 1.0508 -52.13   265.00    14.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  106
 108 MIDWAY        2  1  0 1.0612 -51.24    55.60  -329.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -3.2700    0  107
 109 MIDWAY        2  1  0 1.1497 -54.07   777.60    32.60     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000 -1.3000    0  108
 110 MOSSLAND      2  1  0 1.0479 -52.39    40.00    21.50     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  109
 111 OLINDA        3  1  0 1.0294 -32.91  -189.00    61.50     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  110
 112 ROUND MT      3  1  2 1.0200 -16.66   100.00     0.00  1057.00   91.13   20.00 1.0200  400.00 -400.00  0.0000  0.0000  112  111
 113 ROUND MT      3  1  0 1.1090 -26.87   148.00     0.00     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000 -1.2800    0  112
 114 ROUND MT      3  1  0 1.0264 -29.67     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -0.9100    0  113
 115 TABLE MT      3  1  0 1.0073 -33.97    -0.70   118.50     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -0.9100    0  114
 116 TEVATR        3  1  2 1.0500 -37.77   100.00     0.00   594.00  283.51   20.00 1.0500  300.00 -300.00  0.0000  0.0000  116  115
 117 TEVATR        3  1  0 1.1169 -41.74   884.00    54.80     0.00    0.00  200.00 0.0000    0.00    0.00  0.0000 -0.3200    0  116
 118 TEVATR2       3  1  2 1.0000 -32.88   100.00     0.00  3467.00 1735.66   20.00 1.0000 2500.00-1000.00  0.0000  0.0000  118  117
 119 TEVATR        3  1  0 0.9964 -41.10  5661.00  3491.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 15.0000    0  118
 120 OLINDA1       3  1  0 1.0375 -25.68     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  119
 121 OLINDA2       3  1  0 1.0090 -40.08     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  120
 122 OLINDA3       3  1  0 1.0196 -32.65     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  121
 123 OLINDA4       3  1  0 0.9860 -48.80     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  122
 124 ROUND1        3  1  0 1.0296 -23.55     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  123
 125 ROUND2        3  1  0 1.0073 -38.15     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  124
 126 ROUND3        3  1  0 1.0296 -23.55     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  125
 127 ROUND4        3  1  0 1.0073 -38.15     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  126
 128 TABLE1        3  1  0 1.0029 -27.50     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  127
 129 TABLE2        3  1  0 1.0020 -47.54     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  128
 130 TABLE3        3  1  0 1.0087 -29.06     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  129
 131 TABLE4        3  1  0 0.9988 -43.57     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  130
 132 TEVATR1       2  1  0 0.9779 -38.92     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  131
 133 TEVATR2       2  1  0 1.0744 -54.49     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  132
 134 TEVATR3       2  1  0 0.9692 -36.94     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  133
 135 GATES1        2  1  0 1.0715 -52.73     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  134
 136 DEVERS        2  1  0 1.0342 -54.37   856.00    19.60     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  135
 137 EAGLROCK      2  1  0 1.0113 -55.38   175.00    18.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  136
 138 ELDORADO      2  1  2 1.0200 -26.52   100.00     0.00   982.70 -197.24   20.00 1.0200  300.00 -300.00  0.0000  0.0000  138  137
 139 ELDORADO      2  1  0 1.0634 -33.54   902.30   -11.40     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  138
 140 LITEHIPE      2  1  2 1.0200 -52.43   100.00     0.00  3195.00 1019.11   20.00 1.0200 2000.00 -900.00  0.0000  0.0000  140  139
 141 LITEHIPE      2  1  0 1.0096 -58.61  3191.00   630.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  140
 142 LUGO          2  1  0 1.0520 -48.97   204.20   -28.20     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  141
 143 MESA CAL      2  1  0 1.0066 -57.90   377.40    64.50     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  142
 144 MIRALOMA      2  1  2 1.0500 -49.05   100.00     0.00  1690.00  846.41   20.00 1.0500  900.00 -400.00  0.0000  0.0000  144  143
 145 MIRALOMA      2  1  0 1.0321 -53.31  3098.00  1189.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  144
 146 MIRALOMA      2  1  0 1.0302 -53.69     0.00     0.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  145
 147 MOHAVE        2  1  0 1.0840 -30.69     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  146
 148 MOHAV1CC      2  1  2 1.0500 -22.47   100.00     0.00  1680.00  302.46   22.00 1.0500  700.00 -300.00  0.0000  0.0000  148  147
 149 PARDEE        2  1  2 1.0100 -42.13   100.00     0.00  2200.00  362.15   20.00 1.0100  600.00 -600.00  0.0000  0.0000  149  148
 150 PARDEE        2  1  0 1.0087 -54.18  3118.00    78.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  149
 151 SERRANO       2  1  0 1.0349 -54.68  1230.00    72.80     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  150
 152 VALLEY        2  1  0 1.0350 -55.52   406.00    41.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  151
 153 VINCENT       2  1  0 1.0638 -51.66     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  152
 154 VINCENT       2  1  0 1.0031 -54.31  1066.00   -10.80     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  153
 155 CAMP WIL      1  1  0 1.0496  -2.42   457.70    81.70     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000 -0.6000    0  154
 156 BENLOMND      1  1  0 1.0491  -3.52    33.90    11.90     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  155
 157 BENLOMND      1  1  0 1.0498  -4.08   148.00    -7.90     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  156
 158 EMERY         1  1  0 1.0495   4.81   116.10    38.40     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  157
 159 EMERY         1  1  2 1.0500   9.49   100.00     0.00  1665.00 -221.83   20.00 1.0500 9999.00-9999.00  0.0000  0.0000  159  158
 160 MONA          1  1  0 1.0604  -1.97   -62.00    12.80     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  159
 161 NAUGHTON      1  1  0 1.0429   0.51   255.00   100.00     0.00    0.00  230.00 0.0000    0.00    0.00  0.0000  0.0000    0  160
 162 NAUGHT        1  1  2 1.0000   3.31   100.00     0.00   445.00   86.07   20.00 1.0000 9999.00-9999.00  0.0000  0.0000  162  161
 163 PINTO PS      1  1  0 1.0499  -1.74     0.00     0.00     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  162
 164 PINTO         1  1  0 1.0540  -0.83    31.60    11.50     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000 -0.1800    0  163
 165 SPAN FRK      1  1  0 1.0438  -1.10   141.20    71.40     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  164
 166 SIGURD        1  1  0 1.0603  -0.52   379.00   -43.00     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000 -0.5000    0  165
 167 TERMINAL      1  1  0 1.0452  -3.46   185.00    78.50     0.00    0.00  345.00 0.0000    0.00    0.00  0.0000  0.0000    0  166
 168 MALIN3        3  1  0 1.0436 -21.09     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  167
 169 MALIN4        3  1  0 1.0223 -33.53     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  168
 170 MALIN5        3  1  0 1.0435 -20.29     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  169
 171 MALIN6        3  1  0 1.0238 -33.55     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  170
 172 MALIN7        3  1  0 1.0401 -18.65     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  171
 173 MALIN8        3  1  0 1.0296 -39.17     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  172
 174 MIDWAY1       2  1  0 1.0473 -50.79     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  173
 175 MIDWAY2       2  1  0 1.0582 -52.11     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  174
 176 MIDWAY3       2  1  0 1.0470 -50.78     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  175
 177 MIDWAY4       2  1  0 1.0584 -52.11     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  176
 178 MIDWAY5       2  1  0 1.0467 -50.76     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  177
 179 MIDWAY6       2  1  0 1.0607 -52.08     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000  0.0000    0  178
 180 BURNS2        1  1  0 0.9775  -7.45     0.00     0.00     0.00    0.00  500.00 0.0000    0.00    0.00  0.0000 -2.2000    0  179
-999
BRANCH DATA FOLLOWS                 258 ITEMS
   2    3  0  0 1 2  0.000000  0.014600   0.00000     0     0     0    2 0  1.0000    0.00 0.9000 1.10000.00625  0.5000 1.5000     1
   2    4  0  0 1 2  0.000000  0.017300   0.00000     0     0     0    2 0  0.9563    0.00 0.9000 1.10000.00625  0.5000 1.5000     2
   3    8  0  0 1 0  0.001790  0.019880   2.57600     0     0     0    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     3
   5    6  0  0 1 2  0.000000  0.012380   0.00000     0     0     0    5 0  1.0000    0.00 0.9000 1.10000.00625  0.5000 1.5000     4
   5   11  0  0 1 2  0.000000  0.015000   0.00000     0     0     0    5 0  1.0000    0.00 0.9000 1.10000.00625  0.5000 1.5000     5
   5   17  0  0 1 0  0.009770  0.110000   2.00000     0     0     0    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     6
   5  160  0  0 1 0  0.008110  0.136900   2.43480     0     0     0    0 0  0.0000    0.00 0.0000 0.00000.00000  0.0000 0.0000     7
   7    8  0  0 1 2  0.000000  0.011000   0.00000     0     0     0    7 0  1.0625    0.00 0.9000 1.10000.00625  0.5000 1.5000     8
   7    8  0  0 2 2  0.000000  0.011000   0.00000     0     0     0    7 0  1.0625    0.00 0.9000 1.10000.00625  0.5000 1.5000     9
